Date,SPY,IWM,EFA,EEM,VNQ,TLT,IEF,LQD,GLD,DBC,SHY
2019-04-02,256.31329345703125,140.64195251464844,52.34617614746094,36.81192398071289,66.46515655517578,100.17305755615234,88.29834747314453,90.58282470703125,121.9800033569336,13.779778480529785,70.68941497802734
2019-04-03,256.7166442871094,141.37086486816406,52.75244903564453,37.06584167480469,66.38916015625,99.3048324584961,88.02316284179688,90.39159393310547,121.80000305175781,13.796907424926758,70.65567779541016
2019-04-04,257.3979187011719,142.0633087158203,52.640926361083984,37.29438018798828,66.28279876708984,99.58617401123047,88.11493682861328,90.5368881225586,122.11000061035156,13.805472373962402,70.67254638671875
2019-04-05,258.6437072753906,143.3935546875,52.77635192871094,37.58218002319336,66.74629211425781,99.71480560302734,88.15657806396484,90.68228912353516,121.9800033569336,13.848291397094727,70.66411590576172
2019-04-08,258.8409118652344,143.15663146972656,52.8082160949707,37.58218002319336,66.37396240234375,99.36106872558594,88.01485443115234,90.55220031738281,122.51000213623047,13.899678230285645,70.64729309082031
2019-04-09,257.5142517089844,141.4073486328125,52.473628997802734,37.506011962890625,66.02444458007812,99.67460632324219,88.17329406738281,90.74346160888672,123.1500015258789,13.87398624420166,70.65567779541016
2019-04-10,258.3926696777344,143.32972717285156,52.67279815673828,37.68375015258789,66.63233947753906,99.91583251953125,88.3817138671875,91.18711853027344,123.52999877929688,13.993882179260254,70.71468353271484
2019-04-11,258.3210144042969,143.1475372314453,52.56126403808594,37.27745819091797,66.58673858642578,99.32892608642578,88.18165588378906,91.09529876708984,121.94999694824219,13.925370216369629,70.67254638671875
2019-04-12,260.0688171386719,143.6668701171875,52.92771530151367,37.54832077026367,66.9058837890625,98.62145233154297,87.77306365966797,91.0417709350586,121.83000183105469,13.96819019317627,70.63042449951172
2019-04-15,259.8985595703125,143.20220947265625,52.95161056518555,37.3536376953125,66.56393432617188,98.87065887451172,87.88980102539062,90.89642333984375,121.5999984741211,13.942499160766602,70.63888549804688
2019-04-16,260.0688171386719,143.53932189941406,52.99143981933594,37.632965087890625,65.05941772460938,98.25163269042969,87.58964538574219,90.64399719238281,120.51000213623047,13.89111328125,70.63042449951172
2019-04-17,259.43243408203125,142.2272491455078,53.14280319213867,37.74300003051758,64.46672821044922,98.29181671142578,87.6063003540039,90.62872314453125,120.27999877929688,13.839728355407715,70.65567779541016
2019-04-18,259.943359375,141.8081512451172,53.11093521118164,37.71760177612305,64.96063995361328,98.80635833740234,87.81474304199219,90.70521545410156,120.37000274658203,13.882548332214355,70.67254638671875
2019-04-22,260.1673278808594,141.43460083007812,53.0233154296875,37.47214126586914,64.24636840820312,98.33200073242188,87.68966674804688,90.55982208251953,120.37000274658203,13.951065063476562,70.68098449707031
2019-04-23,262.5067138671875,143.566650390625,53.126869201660156,37.55678939819336,65.09740447998047,98.54107666015625,87.84809112548828,90.93467712402344,120.12000274658203,13.96819019317627,70.71468353271484
2019-04-24,261.9241027832031,144.01309204101562,52.760414123535156,37.04891586303711,65.57611846923828,99.34500885009766,88.18165588378906,91.2406234741211,120.47000122070312,13.916807174682617,70.75682067871094
2019-04-25,261.7627868652344,142.81951904296875,52.72058868408203,36.998130798339844,65.4393539428711,99.2002944946289,88.07321166992188,91.1947250366211,120.56999969482422,13.89111328125,70.75682067871094
2019-04-26,262.981689453125,144.20448303222656,52.93567657470703,37.142024993896484,65.95606231689453,99.5379638671875,88.30667114257812,91.51599884033203,121.37000274658203,13.728395462036133,70.8326416015625
2019-04-29,263.39404296875,144.89686584472656,53.15077209472656,37.21821212768555,65.31015014648438,98.90281677246094,88.12323760986328,91.15650177001953,120.83000183105469,13.736958503723145,70.807373046875
2019-04-30,263.5284118652344,144.22264099121094,53.1826286315918,37.184349060058594,65.93325805664062,99.40929412841797,88.29834747314453,91.1947250366211,121.19999694824219,13.779778480529785,70.85787963867188
2019-05-01,261.5476379394531,142.85598754882812,52.879905700683594,36.9050178527832,65.9864501953125,99.81939697265625,88.25824737548828,91.16561126708984,120.4000015258789,13.736958503723145,70.79545593261719
